Date,State,District,Pincode,Age_0_5,Age_5_17,Age_18_greater
15-03-2025,Assam,Marigaon,782104,10,11,46
15-03-2025,Assam,Kokrajhar,783350,10,16,18
15-03-2025,Uttar Pradesh,Agra,282010,10,49,19
15-03-2025,Uttar Pradesh,Agra,282005,10,66,17
20-03-2025,Bihar,Sitamarhi,843330,10,12,19
20-03-2025,Assam,Dibrugarh,786602,10,12,14
20-03-2025,Assam,Sonitpur,784110,10,28,43
20-03-2025,Assam,Udalguri,784509,10,46,34
23-03-2025,Madhya Pradesh,Gwalior,474001,10,21,16
02-03-2025,Meghalaya,East Khasi Hills,793121,11,61,37
20-03-2025,Assam,Dhubri,783348,11,115,37
20-03-2025,Assam,Baksa,781366,11,14,13
23-03-2025,Meghalaya,East Khasi Hills,793015,11,11,115
23-03-2025,Uttar Pradesh,Bahraich,271865,11,72,13
27-03-2025,Uttar Pradesh,Maharajganj,273164,11,56,22
15-03-2025,Bihar,Purbi Champaran,845303,12,121,13
15-03-2025,Uttar Pradesh,Maharajganj,273164,12,55,12
15-03-2025,Assam,Marigaon,782127,12,16,20
20-03-2025,Assam,Tinsukia,786171,12,37,30
20-03-2025,Uttar Pradesh,Bahraich,271865,12,47,21
20-03-2025,Assam,Tinsukia,786156,12,32,21
20-03-2025,Tamil Nadu,Kanchipuram,600069,12,12,10
20-03-2025,Bihar,Patna,800001,12,52,16
20-03-2025,Assam,Chirang,783390,12,29,15
27-03-2025,Jharkhand,Deoghar,815353,12,25,18
09-03-2025,Bihar,Bhagalpur,812005,13,40,18
15-03-2025,Uttar Pradesh,Ghaziabad,201002,13,57,19
20-03-2025,Assam,Kamrup,781354,13,20,13
27-03-2025,Uttar Pradesh,Gorakhpur,273001,13,36,11
27-03-2025,Bihar,Madhubani,847108,13,61,12
09-03-2025,Punjab,Amritsar,143001,14,15,20
09-03-2025,Karnataka,Bengaluru Urban,560068,14,17,35
09-03-2025,Karnataka,Bengaluru Urban,560016,14,16,21
09-03-2025,Karnataka,Bengaluru Urban,560043,14,33,39
15-03-2025,Uttar Pradesh,Ghaziabad,201206,14,30,13
15-03-2025,Bihar,Madhubani,847421,15,54,15
20-03-2025,Assam,Dhubri,783331,15,51,12
20-03-2025,Andhra Pradesh,Spsr Nellore,524311,15,19,17
27-03-2025,Uttar Pradesh,Mathura,281201,15,19,16
20-03-2025,Karnataka,Bengaluru Urban,560035,16,10,13
27-03-2025,Bihar,Sitamarhi,843330,16,22,45
27-03-2025,Gujarat,Dohad,389180,16,18,27
27-03-2025,Gujarat,Dohad,389170,16,19,14
15-03-2025,Maharashtra,Parbhani,431401,17,14,37
15-03-2025,Uttar Pradesh,Unnao,209801,17,95,18
15-03-2025,Uttarakhand,Haridwar,247667,17,15,28
20-03-2025,Uttar Pradesh,Unnao,209821,17,41,15
27-03-2025,Madhya Pradesh,Bhind,477116,17,15,11
09-03-2025,Bihar,Purbi Champaran,845304,18,72,12
09-03-2025,Bihar,Madhubani,847108,18,120,22
09-03-2025,Haryana,Gurugram,122001,18,19,13
20-03-2025,Assam,Tinsukia,786152,18,25,11
27-03-2025,Uttar Pradesh,Kanpur Nagar,208001,18,56,11
09-03-2025,West Bengal,Coochbehar,736135,19,12,19
15-03-2025,Assam,Nagaon,782124,19,15,22
15-03-2025,Uttar Pradesh,Ghaziabad,201102,19,146,30
20-03-2025,Assam,Tinsukia,786151,19,24,19
20-03-2025,Uttar Pradesh,Jaunpur,222001,19,103,29
20-03-2025,Karnataka,Bengaluru Urban,560066,19,13,11
20-03-2025,Maharashtra,Thane,421503,19,13,15
27-03-2025,Uttar Pradesh,Agra,282006,19,31,16
27-03-2025,Gujarat,Banas Kantha,385330,19,17,26
27-03-2025,Uttar Pradesh,Bulandshahr,203205,19,32,10
09-03-2025,Bihar,Sitamarhi,843331,20,49,12
15-03-2025,Bihar,Sitamarhi,843331,20,28,15
15-03-2025,Uttar Pradesh,Gautam Buddha Nagar,201009,20,37,18
20-03-2025,Karnataka,Bengaluru Urban,560037,20,16,17
20-03-2025,Assam,Dhemaji,787057,20,46,19
20-03-2025,Uttar Pradesh,Bahraich,271855,20,62,13
20-03-2025,Assam,Marigaon,782104,20,58,10
20-03-2025,Meghalaya,West Khasi Hills,793119,20,19,202
27-03-2025,Maharashtra,Aurangabad,431001,20,19,16
09-03-2025,Karnataka,Bengaluru Urban,560032,21,14,10
20-03-2025,Uttar Pradesh,Agra,283111,21,16,11
27-03-2025,Uttar Pradesh,Agra,283201,21,15,10
28-03-2025,Meghalaya,West Khasi Hills,793119,21,38,78
15-03-2025,Bihar,Sitamarhi,843324,22,89,44
27-03-2025,Uttar Pradesh,Jaunpur,222001,22,42,11
28-03-2025,Meghalaya,East Khasi Hills,793121,22,20,12
09-03-2025,Bihar,Sitamarhi,843330,23,24,42
09-03-2025,Uttar Pradesh,Lucknow,226003,23,102,17
20-03-2025,Assam,Tinsukia,786174,23,52,20
27-03-2025,Chhattisgarh,Bijapur,494447,23,16,21
27-03-2025,Gujarat,Patan,384265,23,12,12
15-03-2025,Delhi,West Delhi,110059,24,34,18
20-03-2025,Assam,Barpeta,783101,24,34,10
20-03-2025,Assam,Kokrajhar,783350,24,55,23
27-03-2025,Bihar,Muzaffarpur,842002,24,40,10
27-03-2025,Uttar Pradesh,Mathura,281204,24,21,26
27-03-2025,Gujarat,Banas Kantha,385120,24,33,12
09-03-2025,Uttar Pradesh,Gautam Buddha Nagar,201301,25,249,16
15-03-2025,Assam,Kokrajhar,783360,25,23,10
20-03-2025,Assam,Lakhimpur,787031,25,34,42
20-03-2025,Assam,Bongaigaon,783384,25,33,31
20-03-2025,Uttar Pradesh,Agra,283125,25,29,12
27-03-2025,Bihar,Sitamarhi,843317,25,38,15
27-03-2025,Bihar,Pashchim Champaran,845307,25,88,13
27-03-2025,Gujarat,Banas Kantha,385001,25,21,22
09-03-2025,Uttar Pradesh,Bahraich,271865,26,60,14
09-03-2025,West Bengal,Dinajpur Uttar,733129,26,18,27
15-03-2025,Assam,Marigaon,782105,26,16,140
20-03-2025,Assam,Hojai,782446,27,42,20
27-03-2025,Gujarat,Banas Kantha,385320,27,21,37
09-03-2025,Uttar Pradesh,Firozabad,283204,28,26,10
20-03-2025,Karnataka,Bengaluru Urban,560036,28,12,13
20-03-2025,Karnataka,Bengaluru Urban,560100,28,13,11
20-03-2025,Andhra Pradesh,Spsr Nellore,524002,28,25,12
09-03-2025,Uttar Pradesh,Kanpur Nagar,208001,29,82,12
09-03-2025,Delhi,West Delhi,110018,29,11,15
23-03-2025,Uttar Pradesh,Jaunpur,222001,29,68,11
09-03-2025,Bihar,Purbi Champaran,845418,30,48,10
20-03-2025,Karnataka,Bengaluru Urban,560077,30,12,17
29-03-2025,Meghalaya,Ri Bhoi,793105,30,11,26
09-03-2025,Uttar Pradesh,Maharajganj,273164,31,70,13
20-03-2025,Assam,Dhubri,783334,31,37,25
27-03-2025,Uttar Pradesh,Banda,210001,31,24,11
20-03-2025,Assam,Dhubri,783339,32,26,24
20-03-2025,Assam,Kokrajhar,783360,32,75,29
15-03-2025,Uttar Pradesh,Ghaziabad,201001,33,125,16
27-03-2025,Gujarat,Kachchh,370001,33,13,10
15-03-2025,Meghalaya,West Khasi Hills,793119,34,10,148
23-03-2025,Bihar,Sitamarhi,843324,34,41,10
09-03-2025,Bihar,Sitamarhi,843317,35,94,16
15-03-2025,Delhi,North West Delhi,110086,35,15,10
20-03-2025,Gujarat,Vadodara,390019,36,43,10
27-03-2025,Gujarat,Morbi,363641,36,12,23
09-03-2025,Madhya Pradesh,Bhind,477116,37,18,11
20-03-2025,Gujarat,Banas Kantha,385545,37,11,15
15-03-2025,Uttar Pradesh,Agra,282001,38,123,21
27-03-2025,Uttar Pradesh,Agra,282001,40,40,15
09-03-2025,Rajasthan,Sikar,332001,41,36,17
20-03-2025,Bihar,Sitamarhi,843324,41,55,30
27-03-2025,Bihar,Sitamarhi,843324,41,58,21
09-03-2025,Madhya Pradesh,Gwalior,475110,42,14,14
09-03-2025,Maharashtra,Aurangabad,431001,42,46,12
15-03-2025,Uttar Pradesh,Gautam Buddha Nagar,201301,43,132,24
23-03-2025,Meghalaya,West Khasi Hills,793119,43,46,14
27-03-2025,Chhattisgarh,Bijapur,494444,43,15,42
20-03-2025,Uttarakhand,Nainital,263139,46,18,11
20-03-2025,Gujarat,Banas Kantha,385330,47,11,25
09-03-2025,Bihar,Sitamarhi,843324,49,186,34
20-03-2025,Assam,Marigaon,782105,49,83,29
20-03-2025,Karnataka,Bengaluru Urban,560043,49,16,28
27-03-2025,Chhattisgarh,Raipur,492001,49,15,36
09-03-2025,Uttar Pradesh,Ghaziabad,201102,50,113,11
09-03-2025,Madhya Pradesh,Katni,483501,53,42,11
27-03-2025,Madhya Pradesh,Gwalior,475110,54,26,14
20-03-2025,Meghalaya,West Jaintia Hills,793150,55,10,95
20-03-2025,Karnataka,Bengaluru Urban,560068,56,20,16
27-03-2025,Uttar Pradesh,Aligarh,202001,60,83,13
09-03-2025,Uttar Pradesh,Aligarh,202133,62,29,15
20-03-2025,Uttar Pradesh,Firozabad,283203,65,51,11
27-03-2025,Gujarat,Banas Kantha,385535,65,62,15
20-03-2025,Madhya Pradesh,Gwalior,474001,73,25,18
20-03-2025,Gujarat,Banas Kantha,385310,78,32,13
09-03-2025,Haryana,Faridabad,121004,80,60,10
20-03-2025,Gujarat,Banas Kantha,385001,86,15,10
20-03-2025,Uttar Pradesh,Gautam Buddha Nagar,201301,87,218,14
15-03-2025,Uttar Pradesh,Saharanpur,247001,91,152,10
15-03-2025,Meghalaya,West Jaintia Hills,793150,92,17,30
09-03-2025,Delhi,West Delhi,110059,93,42,42
20-03-2025,Uttar Pradesh,Agra,282001,96,125,11
20-03-2025,Punjab,Ludhiana,141007,104,13,14
20-03-2025,Uttar Pradesh,Aligarh,202001,104,241,16
20-03-2025,Gujarat,Patan,384265,118,14,11
20-03-2025,Uttarakhand,Dehradun,248001,123,43,10
20-03-2025,Maharashtra,Aurangabad,431001,134,38,18
26-03-2025,Meghalaya,West Jaintia Hills,793150,168,26,17
01-04-2025,Assam,Charaideo,785692,43,22,46
01-04-2025,Assam,Dhubri,783334,212,102,11
01-04-2025,Bihar,Patna,800014,29,74,33
01-04-2025,Telangana,K.v. Rangareddy,500005,132,11,15
01-04-2025,Assam,Dhubri,783337,56,46,10
01-04-2025,Uttar Pradesh,Sitapur,261201,568,282,14
01-04-2025,Madhya Pradesh,Guna,473101,110,32,11
01-04-2025,Jharkhand,East Singhbhum,832104,55,54,11
01-04-2025,Rajasthan,Bundi,323001,179,39,10
01-04-2025,Chhattisgarh,Raipur,493225,299,12,11
01-04-2025,Uttar Pradesh,Chandauli,232101,195,192,41
01-04-2025,Bihar,Gaya,824232,155,434,13
01-04-2025,Bihar,Kaimur (Bhabua),821106,146,199,12
01-04-2025,Nagaland,Kohima,797005,51,80,12
01-04-2025,Gujarat,Surendra Nagar,363440,79,28,10
01-04-2025,Karnataka,Bengaluru,560103,67,24,37
01-04-2025,Assam,Udalguri,784525,84,21,17
01-04-2025,Rajasthan,Baran,325205,255,37,15
01-04-2025,Punjab,Ludhiana,141001,328,122,31
01-04-2025,Gujarat,Gir Somnath,362275,103,19,27
01-04-2025,Maharashtra,Solapur,413401,179,18,11
01-04-2025,Gujarat,Gandhinagar,382016,48,17,10
01-04-2025,Gujarat,Kachchh,370165,70,126,16
01-04-2025,Rajasthan,Dholpur,328022,222,95,10
01-04-2025,Bihar,Bhagalpur,812005,329,296,16
01-04-2025,Rajasthan,Sirohi,307024,70,62,20
01-04-2025,Manipur,Churachandpur,795128,130,476,26
01-04-2025,Gujarat,Gandhinagar,382421,74,39,16
01-04-2025,Assam,Tinsukia,786190,38,34,11
01-04-2025,Delhi,South West Delhi,110045,314,95,22
01-04-2025,Uttar Pradesh,Gorakhpur,273015,102,188,10
01-04-2025,Bihar,West Champaran,845453,271,300,20
01-04-2025,Uttar Pradesh,Lucknow,226017,169,209,11
01-04-2025,Jharkhand,Dumka,814119,34,32,23
01-04-2025,Uttar Pradesh,Bulandshahr,203001,377,295,32
01-04-2025,Punjab,Ludhiana,141008,419,181,20
01-04-2025,Madhya Pradesh,Alirajpur,457990,134,105,15
01-04-2025,Assam,Goalpara,783330,41,21,25
01-04-2025,Gujarat,Vadodara,391440,189,14,17
01-04-2025,Uttar Pradesh,Maharajganj,273164,385,306,33
01-04-2025,Chhattisgarh,Bijapur,494444,314,69,60
01-04-2025,Uttar Pradesh,Mainpuri,205247,81,83,14
01-04-2025,Bihar,Patna,800001,75,265,74
01-04-2025,Punjab,Sangrur,148001,145,11,10
01-04-2025,Rajasthan,Jodhpur,342311,147,81,10
01-04-2025,Rajasthan,Bundi,323802,98,18,11
01-04-2025,Meghalaya,West Garo Hills,794103,198,347,137
01-04-2025,Meghalaya,West Jaintia Hills,793161,30,96,32
01-04-2025,Uttar Pradesh,Agra,283201,138,64,16
01-04-2025,Rajasthan,Bharatpur,321204,240,37,10
01-04-2025,Uttar Pradesh,Kanpur Nagar,208021,174,169,11
01-04-2025,Madhya Pradesh,Gwalior,475110,313,172,46
01-04-2025,Gujarat,Patan,384285,91,15,35
01-04-2025,Punjab,Ludhiana,141010,144,77,23
01-04-2025,Bihar,Gaya,824233,63,317,13
01-04-2025,Bihar,Madhubani,847421,90,135,18
01-04-2025,Gujarat,Patan,384245,96,14,21
01-04-2025,Uttar Pradesh,Mainpuri,205261,78,45,11
01-04-2025,Rajasthan,Sikar,332311,110,33,12
01-04-2025,Meghalaya,West Garo Hills,794001,67,136,13
01-04-2025,Assam,Lakhimpur,784160,43,76,18
01-04-2025,Gujarat,Morbi,363641,298,64,40
01-04-2025,Karnataka,Bengaluru,560068,330,60,54
01-04-2025,Maharashtra,Thane,421501,146,46,15
01-04-2025,Maharashtra,Nagpur,440035,195,23,18
01-04-2025,Rajasthan,Jodhpur,342302,114,65,11
01-04-2025,Karnataka,Bengaluru,560024,51,15,10
01-04-2025,Rajasthan,Karauli,322230,348,105,12
01-04-2025,Madhya Pradesh,Chhatarpur,471405,178,103,10
01-04-2025,Maharashtra,Hingoli,431705,186,16,45
01-04-2025,Uttar Pradesh,Kanpur Nagar,208003,41,27,10
01-04-2025,Assam,Cachar,788116,78,35,33
01-04-2025,Assam,Cachar,788003,48,31,16
01-04-2025,Maharashtra,Thane,421306,220,98,11
01-04-2025,Gujarat,Surat,394210,458,187,33
01-04-2025,Gujarat,Mahesana,384325,95,10,14
01-04-2025,Bihar,Muzaffarpur,843128,228,182,11
01-04-2025,Karnataka,Bengaluru,560087,131,28,34
01-04-2025,Madhya Pradesh,Ashok Nagar,473446,76,53,13
01-04-2025,Rajasthan,Jalor,343040,98,88,11
01-04-2025,Uttar Pradesh,Sultanpur,228001,262,195,23
01-04-2025,Assam,Tinsukia,786171,63,58,50
01-04-2025,Punjab,SAS Nagar (Mohali),140301,204,65,11
01-04-2025,Jharkhand,Ranchi,835205,50,33,10
01-04-2025,Gujarat,Vadodara,390002,33,18,12
01-04-2025,West Bengal,Uttar Dinajpur,733156,289,89,20
01-04-2025,Assam,Jorhat,785001,50,31,21
01-04-2025,Meghalaya,South West Garo Hills,794106,83,86,22
01-04-2025,Uttar Pradesh,Moradabad,244001,1519,510,15
01-04-2025,Gujarat,Anand,388550,29,10,13
01-04-2025,Gujarat,Surat,395006,473,137,26
01-04-2025,Gujarat,Dahod,389140,57,45,29
01-04-2025,Assam,Dibrugarh,786613,21,15,20
01-04-2025,Assam,Karbi Anglong,782480,126,338,134
01-04-2025,Uttar Pradesh,Shahjahanpur,242221,469,248,30
01-04-2025,Assam,Dibrugarh,786010,24,16,15
01-04-2025,Haryana,Faridabad,121004,1047,215,15
01-04-2025,Rajasthan,Bikaner,334001,552,261,16
01-04-2025,Bihar,East Champaran,845433,190,206,20
01-04-2025,Delhi,South West Delhi,110037,126,65,11
01-04-2025,Bihar,Jehanabad,804417,25,102,14
01-04-2025,Uttar Pradesh,Kanpur Nagar,208007,72,96,23
01-04-2025,Jharkhand,Godda,814153,79,46,11
01-04-2025,Assam,Kamrup Metro,781009,19,33,20
01-04-2025,Assam,Nalbari,781335,11,15,30
01-04-2025,Nagaland,Phek,797108,83,112,11
01-04-2025,Assam,Kokrajhar,783370,236,174,10
01-04-2025,Nagaland,Longleng,798625,131,226,12
01-04-2025,Assam,Hojai,782439,51,45,19
01-04-2025,Gujarat,Bharuch,393001,138,50,23
01-04-2025,Uttar Pradesh,Jaunpur,223104,111,133,10
01-04-2025,West Bengal,Jhargram,721517,40,10,12
01-04-2025,Meghalaya,East Khasi Hills,793004,50,76,17
01-04-2025,Meghalaya,Ri Bhoi,781131,22,152,17
01-04-2025,Madhya Pradesh,Dhar,454001,253,74,75
01-04-2025,Rajasthan,Jaipur,302017,175,71,12
01-04-2025,Bihar,Patna,800026,13,38,12
01-04-2025,Uttar Pradesh,Muzaffarnagar,251002,251,115,13
01-04-2025,Meghalaya,South West Garo Hills,794115,481,253,85
01-04-2025,Uttar Pradesh,Siddharthnagar,272153,333,423,17
01-04-2025,Madhya Pradesh,Khargone,451001,166,37,12
01-04-2025,Delhi,West Delhi,110018,275,96,32
01-04-2025,Delhi,North West Delhi,110085,387,114,13
01-04-2025,West Bengal,Uttar Dinajpur,733129,333,106,59
01-04-2025,Gujarat,Chhotaudepur,391152,31,11,12
01-04-2025,Uttar Pradesh,Bareilly,243001,545,273,29
01-04-2025,Gujarat,Vadodara,390009,67,15,11
01-04-2025,Assam,Golaghat,785702,86,73,36
01-04-2025,Gujarat,Banaskantha,385575,83,50,67
01-04-2025,Madhya Pradesh,Raisen,464886,119,44,10
01-04-2025,Uttar Pradesh,Shrawasti,271831,207,307,11
01-04-2025,Gujarat,Kheda,387620,109,29,63
01-04-2025,Karnataka,Bengaluru,560066,162,38,55
01-04-2025,Gujarat,Vadodara,391770,44,12,41
01-04-2025,Meghalaya,East Khasi Hills,793019,25,55,62
01-04-2025,Assam,Hojai,782446,317,86,25
01-04-2025,Chandigarh,Chandigarh,160036,86,21,10
01-04-2025,Delhi,East Delhi,110092,676,221,15
01-04-2025,Gujarat,Dahod,389170,97,140,72
01-04-2025,Uttar Pradesh,Lucknow,226020,180,174,12
01-04-2025,Meghalaya,Ri Bhoi,793102,105,460,196
01-04-2025,Maharashtra,Thane,400612,398,163,29
01-04-2025,Assam,Dhubri,783330,205,65,13
01-04-2025,Gujarat,Bhavnagar,364001,402,22,14
01-04-2025,Maharashtra,Mumbai Suburban,400058,82,13,10
01-04-2025,Madhya Pradesh,Shivpuri,473660,53,19,18
01-04-2025,Assam,Hailakandi,788155,70,43,18
01-04-2025,Madhya Pradesh,Datia,475661,237,55,10
01-04-2025,Karnataka,Bengaluru,560102,61,12,22
01-04-2025,Karnataka,Bengaluru,560100,228,51,31
01-04-2025,Bihar,Madhubani,847108,155,239,25
01-04-2025,Uttar Pradesh,Maharajganj,273303,159,311,22
01-04-2025,Uttar Pradesh,Lucknow,226010,129,147,14
01-04-2025,Punjab,Kapurthala,144601,164,28,254
01-04-2025,Tripura,West Tripura,799045,78,34,13
01-04-2025,Assam,Cachar,788114,80,34,25
01-04-2025,Gujarat,Dahod,389380,113,19,27
01-04-2025,Gujarat,Banaskantha,385120,161,180,58
01-04-2025,Gujarat,Surat,395001,71,14,13
01-04-2025,Gujarat,Panchmahals,389341,63,17,15
01-04-2025,Telangana,Medchal-malkajgiri,500072,76,25,15
01-04-2025,Gujarat,Gir Somnath,362560,205,75,15
01-04-2025,Assam,West Karbi Anglong,782485,39,94,13
01-04-2025,Assam,Darrang,784514,56,32,26
01-04-2025,Bihar,Sitamarhi,843330,166,117,182
01-04-2025,Madhya Pradesh,Khargone,451332,294,93,12
01-04-2025,Madhya Pradesh,Morena,476111,271,149,19
01-04-2025,Rajasthan,Jalor,343030,116,34,11
01-04-2025,Assam,South Salmara Mankachar,783135,102,43,12
01-04-2025,Uttar Pradesh,Budaun,243601,480,267,13
01-04-2025,Gujarat,Gandhinagar,382610,17,10,13
01-04-2025,Gujarat,Patan,385360,79,30,32
01-04-2025,Bihar,Jamui,811314,554,308,20
01-04-2025,Madhya Pradesh,Katni,483770,236,24,10
01-04-2025,Jharkhand,Ranchi,834002,99,130,11
01-04-2025,Madhya Pradesh,Katni,483332,117,16,10
01-04-2025,Meghalaya,West Jaintia Hills,793109,86,167,29
01-04-2025,Sikkim,South Sikkim,737126,15,23,11
01-04-2025,Gujarat,Kachchh,370145,22,26,15
01-04-2025,Assam,Tinsukia,786181,36,50,22
01-04-2025,Assam,Karimganj,788722,51,73,40
01-04-2025,Madhya Pradesh,Jhabua,457661,247,212,29
01-04-2025,West Bengal,Darjeeling,734429,62,34,16
01-04-2025,Gujarat,Patan,384151,120,19,41
01-04-2025,Meghalaya,East Khasi Hills,793110,168,538,175
01-04-2025,Meghalaya,Ri Bhoi,793103,85,360,85
01-04-2025,Meghalaya,North Garo Hills,794002,94,501,51
01-04-2025,Bihar,Patna,801110,70,187,12
01-04-2025,Uttar Pradesh,Bahraich,271855,417,377,45
01-04-2025,Gujarat,Anand,388001,107,20,62
01-04-2025,Madhya Pradesh,Sagar,470001,183,26,12
01-04-2025,Uttar Pradesh,Mainpuri,205264,66,78,10
01-04-2025,Uttar Pradesh,Kheri,262907,70,58,10
01-04-2025,Assam,Cachar,788119,86,38,17
01-04-2025,Assam,Golaghat,785601,165,146,23
01-04-2025,Meghalaya,East Garo Hills,794110,244,410,108
01-04-2025,Gujarat,Surat,395010,583,222,38
01-04-2025,Uttar Pradesh,Kanpur Dehat,209306,141,146,31
01-04-2025,Assam,Hailakandi,788152,35,28,12
01-04-2025,Assam,Barpeta,781313,75,37,12
01-04-2025,Assam,Kamrup,781123,42,32,13
01-04-2025,Gujarat,Banaskantha,385110,101,186,52
01-04-2025,Maharashtra,Nanded,431604,149,42,12
01-04-2025,Assam,Sibsagar,785640,77,30,45
01-04-2025,Gujarat,Banaskantha,385505,32,13,13
01-04-2025,Uttar Pradesh,Jaunpur,222001,373,360,28
01-04-2025,Gujarat,Surat,395003,138,33,18
01-04-2025,Jharkhand,Ranchi,835222,89,77,34
01-04-2025,Meghalaya,West Khasi Hills,793119,573,1812,642
01-04-2025,Tripura,Unakoti,799263,19,16,15
01-04-2025,Assam,North Cachar Hills,788931,34,36,43
01-04-2025,Assam,Marigaon,782121,97,64,13
01-04-2025,Delhi,North West Delhi,110034,295,101,13
01-04-2025,Maharashtra,Solapur,413203,91,11,13
01-04-2025,Madhya Pradesh,Indore,452002,217,38,10
01-04-2025,Bihar,Patna,800002,39,199,19
01-04-2025,Karnataka,Bengaluru,560092,74,13,14
01-04-2025,Bihar,Madhubani,847232,143,111,17
01-04-2025,Madhya Pradesh,Sheopur,476337,172,125,13
01-04-2025,Uttar Pradesh,Sitapur,261208,240,144,14
01-04-2025,Madhya Pradesh,Chhatarpur,471625,105,39,10
01-04-2025,Meghalaya,West Khasi Hills,793120,323,858,487
01-04-2025,Meghalaya,West Jaintia Hills,793151,214,423,291
01-04-2025,West Bengal,Darjeeling,734014,82,34,16
01-04-2025,Gujarat,Porbandar,360575,205,28,24
01-04-2025,Assam,Dhemaji,787057,53,76,27
01-04-2025,Meghalaya,West Garo Hills,794105,145,176,62
01-04-2025,Jharkhand,Ranchi,835214,127,67,11
01-04-2025,Assam,Kamrup Metro,781020,21,45,18
01-04-2025,Assam,Dibrugarh,786001,40,35,34
01-04-2025,Uttar Pradesh,Sitapur,261203,456,194,20
01-04-2025,Gujarat,Dahod,389152,65,79,55
01-04-2025,Gujarat,Kachchh,370001,442,73,20
01-04-2025,Madhya Pradesh,Bhopal,462003,138,24,10
01-04-2025,West Bengal,Darjeeling,734003,109,65,13
01-04-2025,Punjab,Kapurthala,144401,138,37,51
01-04-2025,Gujarat,Arvalli,383315,76,14,19
01-04-2025,Bihar,Muzaffarpur,842002,219,228,18
01-04-2025,Uttar Pradesh,Kheri,262903,78,82,10
01-04-2025,Gujarat,Surendra Nagar,363427,58,13,10
01-04-2025,Madhya Pradesh,Panna,488441,107,33,19
01-04-2025,Gujarat,Surat,394520,47,18,10
01-04-2025,Assam,Kamrup Metro,781007,10,20,12
01-04-2025,Meghalaya,Ri Bhoi,793105,88,434,184
01-04-2025,Assam,Udalguri,784509,128,112,45
01-04-2025,Assam,Lakhimpur,787032,32,35,21
01-04-2025,Gujarat,Mahesana,382870,68,12,10
01-04-2025,Gujarat,Panchmahals,389365,69,30,21
01-04-2025,West Bengal,Malda,732124,306,80,10
01-04-2025,Madhya Pradesh,Gwalior,475330,81,52,11
01-04-2025,Uttar Pradesh,Jaunpur,222132,45,65,13
01-04-2025,Assam,Kamrup Metro,781034,11,41,15
01-04-2025,Gujarat,Morbi,363621,250,41,89
01-04-2025,Gujarat,Chhotaudepur,391150,67,23,39
01-04-2025,Bihar,West Champaran,845452,406,463,15
01-04-2025,Karnataka,Bengaluru,560084,93,16,16
01-04-2025,Uttar Pradesh,Bareilly,243505,542,156,12
01-04-2025,Tamil Nadu,Kancheepuram,600045,81,19,14
01-04-2025,Gujarat,Amreli,365560,125,11,28
01-04-2025,Bihar,West Champaran,845438,604,773,16
01-04-2025,Maharashtra,Thane,400607,84,22,22
01-04-2025,Gujarat,Gir Somnath,362268,201,35,37
01-04-2025,Gujarat,Surat,394230,66,25,25
01-04-2025,Meghalaya,East Khasi Hills,793014,26,49,11
01-04-2025,Assam,Marigaon,782411,186,171,22
01-04-2025,Assam,Goalpara,783132,106,25,53
01-04-2025,Meghalaya,South Garo Hills,794005,50,231,118
01-04-2025,Meghalaya,West Garo Hills,794109,156,126,62
01-04-2025,Meghalaya,East Garo Hills,794111,247,714,185
01-04-2025,Madhya Pradesh,Bhind,477445,109,44,18
01-04-2025,Gujarat,Banaskantha,385001,204,64,75
01-04-2025,Uttar Pradesh,Balrampur,271604,181,301,12
01-04-2025,Rajasthan,Nagaur,341025,118,54,10
01-04-2025,Delhi,South West Delhi,110070,68,29,14
01-04-2025,Rajasthan,Jalor,343032,130,81,10
01-04-2025,Punjab,Ludhiana,142026,102,17,12
01-04-2025,Nagaland,Phek,797107,74,156,11
01-04-2025,Punjab,Amritsar,143110,71,23,14
01-04-2025,Assam,Barpeta,781325,63,17,11
01-04-2025,Assam,Kamrup,781031,11,12,10
01-04-2025,Maharashtra,Mumbai Suburban,400070,135,34,22
01-04-2025,Meghalaya,South Garo Hills,794102,58,288,82
01-04-2025,Rajasthan,Dungarpur,314030,66,83,13
01-04-2025,Uttar Pradesh,Agra,282001,694,504,21
01-04-2025,Assam,Bongaigaon,783380,74,29,27
01-04-2025,Madhya Pradesh,Khargone,451335,39,15,10
01-04-2025,Madhya Pradesh,Sheopur,476335,37,38,11
01-04-2025,Karnataka,Bengaluru,560076,193,50,36
01-04-2025,Rajasthan,Jhalawar,326038,112,49,12
01-04-2025,Meghalaya,South West Garo Hills,794105,427,271,67
01-04-2025,Assam,Kamrup Metro,782402,45,21,15
01-04-2025,Assam,Baksa,781367,94,121,31
01-04-2025,Assam,Chirang,783375,52,88,94
01-04-2025,Bihar,East Champaran,845401,276,477,16
01-04-2025,Maharashtra,Parbhani,431402,135,10,16
01-04-2025,Rajasthan,Sikar,332709,141,29,10
01-04-2025,Uttar Pradesh,Gautam Buddha Nagar,201306,222,223,15
01-04-2025,Bihar,Sitamarhi,843331,385,187,15
01-04-2025,Assam,Marigaon,782410,46,50,30
01-04-2025,Assam,Kamrup,781136,268,143,63
01-04-2025,Assam,Jorhat,785633,13,17,13
01-04-2025,Gujarat,Panchmahals,389115,111,11,20
01-04-2025,Karnataka,Mysuru,570019,456,19,10
01-04-2025,Assam,Cachar,788011,25,13,11
01-04-2025,Assam,Karbi Anglong,782461,35,71,29
